date,location,maxtemp,evaporation_final,sunshine_final,humidity9am_final,humidity3pm_final,pressure9am,pressure3pm,cloud9am,cloud3pm_final,temp9am,temp3pm,precipitation3pm,precipitation9am,wind_speed9am_complete_final,wind_speed3pm_complete,wind_dir9am_complete_final_int,wind_dir3pm_complete_final_int,raintoday_int,raintomorrow_int
2009-01-16,MelbourneAirport,21.6,8.6,9.9,59.0,33.0,1017.4,1018.4,7.0,6.0,15.5,19.8,13,10.448765097483,28.0,28.0,10,8,0,0
2009-01-17,MelbourneAirport,19.8,8.8,12.1,50.0,44.0,1022.7,1022.7,4.0,2.0,14.5,18.8,11,5.00874953702463,28.0,26.0,7,8,0,0
2009-01-18,MelbourneAirport,26.3,6.6,13.0,67.0,32.0,1021.9,1019.0,1.0,0.0,14.7,24.5,8,5.974048237761849,7.0,20.0,6,7,0,0
2009-01-19,MelbourneAirport,37.0,7.8,13.4,22.0,7.0,1013.6,1009.0,1.0,1.0,26.3,35.3,9,20.8422941196883,28.0,22.0,0,13,0,0
2009-01-20,MelbourneAirport,40.2,15.8,12.0,18.0,26.0,1005.6,1006.0,1.0,3.0,29.5,29.3,13,12.598170718129001,37.0,37.0,0,7,0,0
2009-01-21,MelbourneAirport,28.8,14.4,10.9,73.0,40.0,1010.4,1006.6,7.0,6.0,17.6,27.3,17,7.257781669629001,9.0,24.0,2,7,0,0
2009-01-22,MelbourneAirport,35.6,8.0,7.6,57.0,9.0,998.1,994.2,8.0,7.0,27.1,34.7,19,2.5280837236597598,41.0,46.0,15,14,0,0
2009-01-23,MelbourneAirport,32.3,15.6,12.3,46.0,11.0,1008.1,1002.9,3.0,2.0,16.7,28.9,9,7.4505290391034995,9.0,24.0,0,14,0,0
2009-01-24,MelbourneAirport,24.2,12.8,11.4,55.0,24.0,1008.1,1011.6,6.0,2.0,17.1,22.7,14,5.74501779918146,30.0,30.0,11,11,0,0
2009-01-25,MelbourneAirport,29.0,8.0,13.3,54.0,18.0,1018.3,1016.4,0.0,0.0,16.9,28.0,11,13.934259088196399,7.0,24.0,1,6,0,0
2009-01-26,MelbourneAirport,24.8,7.2,12.7,72.0,46.0,1022.3,1020.8,7.0,1.0,16.7,23.8,7,15.9153255109006,13.0,26.0,7,7,0,0
2009-01-27,MelbourneAirport,36.0,7.6,12.3,71.0,22.0,1017.8,1014.0,1.0,1.0,19.1,34.2,9,8.87683515694624,7.0,26.0,1,7,0,0
2009-01-28,MelbourneAirport,43.1,12.0,13.4,18.0,7.0,1012.3,1009.3,0.0,1.0,31.2,41.6,9,2.94425745249655,24.0,15.0,0,15,0,0
2009-01-29,MelbourneAirport,44.2,20.4,10.3,15.0,10.0,1011.2,1009.6,1.0,4.0,35.4,42.4,6,14.6021549512302,39.0,26.0,0,0,0,0
2009-01-30,MelbourneAirport,44.2,18.6,12.8,23.0,8.0,1012.2,1009.3,1.0,1.0,33.9,42.9,6,5.00761602674853,15.0,22.0,0,0,0,0
2009-01-31,MelbourneAirport,31.6,14.2,10.8,52.0,39.0,1013.7,1014.3,1.0,6.0,25.0,30.9,12,5.16900059347103,7.0,26.0,10,8,0,0
2009-02-01,MelbourneAirport,34.1,7.6,7.1,75.0,46.0,1016.8,1012.5,7.0,7.0,20.8,31.7,11,12.964906297545099,11.0,11.0,9,5,0,0
2009-02-02,MelbourneAirport,28.8,6.6,2.7,81.0,55.0,1012.4,1010.3,8.0,7.0,20.8,27.1,12,6.608016274100059,7.0,26.0,11,8,0,0
2009-02-03,MelbourneAirport,28.7,4.2,8.4,86.0,43.0,1013.2,1010.7,7.0,3.0,20.3,27.9,13,17.5498036822307,15.0,28.0,8,8,0,0
2009-02-04,MelbourneAirport,31.6,7.2,11.0,72.0,40.0,1009.1,1006.4,7.0,0.0,20.5,29.6,14,9.704556375832961,4.0,17.0,1,8,0,0
2009-02-05,MelbourneAirport,32.2,8.0,13.1,50.0,52.0,1005.7,1007.6,0.0,1.0,24.9,25.6,11,11.30922408562,11.0,24.0,11,7,0,0
2009-02-06,MelbourneAirport,33.5,8.8,8.5,73.0,39.0,1010.6,1007.3,7.0,1.0,18.9,29.0,9,7.000650758961131,11.0,19.0,7,7,0,0
2009-02-07,MelbourneAirport,46.8,10.8,8.5,21.0,10.0,1003.1,998.8,2.0,1.0,32.7,46.1,4,3.02060547417727,54.0,39.0,0,14,0,1
2009-02-08,MelbourneAirport,20.9,20.2,2.3,74.0,59.0,1012.6,1014.0,7.0,7.0,18.4,20.0,14,7.091285686068081,20.0,28.0,10,7,1,0
2009-02-09,MelbourneAirport,20.3,7.4,9.0,48.0,38.0,1016.6,1016.4,6.0,4.0,15.7,17.8,5,7.936500351566019,33.0,35.0,7,8,0,0
2009-02-10,MelbourneAirport,19.7,7.2,10.0,46.0,37.0,1017.0,1017.0,4.0,6.0,14.5,17.1,9,14.1831981176234,26.0,33.0,9,8,0,1
2009-02-11,MelbourneAirport,17.7,6.8,0.7,56.0,44.0,1019.1,1019.2,7.0,7.0,13.8,16.7,6,17.3347701536882,31.0,33.0,8,8,1,1
2009-02-12,MelbourneAirport,22.9,5.8,10.9,78.0,35.0,1021.2,1020.5,7.0,5.0,14.8,22.0,5,10.5121744558993,17.0,35.0,8,6,1,0
2009-02-13,MelbourneAirport,26.4,7.8,11.8,65.0,22.0,1025.7,1023.2,0.0,0.0,12.8,24.3,11,12.213948057614,13.0,11.0,12,7,0,0
2009-02-14,MelbourneAirport,27.3,5.8,12.3,59.0,26.0,1022.8,1019.3,0.0,0.0,16.0,26.4,15,13.127167629695402,7.0,26.0,12,6,0,0
2009-02-15,MelbourneAirport,27.5,6.8,11.7,82.0,32.0,1018.6,1016.4,4.0,6.0,15.7,25.9,7,2.3770467802360202,2.0,28.0,10,8,0,0
2009-02-16,MelbourneAirport,29.0,7.8,12.2,77.0,33.0,1019.5,1016.2,0.0,1.0,17.4,27.5,17,7.750856502251331,7.0,22.0,10,9,0,0
2009-02-17,MelbourneAirport,31.2,8.2,12.0,35.0,20.0,1016.5,1013.5,0.0,2.0,21.4,30.4,12,1.0119343332202,20.0,19.0,1,8,0,0
2009-02-18,MelbourneAirport,30.0,9.4,7.7,80.0,31.0,1013.0,1009.2,4.0,2.0,17.5,28.9,11,12.094908972773199,9.0,26.0,12,7,0,0
2009-02-19,MelbourneAirport,30.4,6.6,11.3,82.0,23.0,1009.0,1007.0,1.0,1.0,18.2,29.5,11,7.64670547761527,15.0,22.0,12,8,0,0
2009-02-20,MelbourneAirport,25.9,8.0,7.4,74.0,34.0,1013.1,1012.6,7.0,3.0,16.4,24.2,9,11.265519949038401,19.0,28.0,10,10,0,0
2009-02-21,MelbourneAirport,22.9,6.4,8.9,73.0,48.0,1017.4,1017.3,7.0,4.0,16.8,21.2,11,7.78892798830626,22.0,30.0,8,8,0,0
2009-02-22,MelbourneAirport,26.4,6.4,10.1,73.0,46.0,1017.6,1014.0,7.0,1.0,17.4,25.0,9,7.834067467827669,13.0,19.0,7,7,0,0
2009-02-23,MelbourneAirport,35.0,6.6,9.0,46.0,10.0,1010.6,1007.8,6.0,2.0,21.1,33.2,14,8.57523795647903,24.0,28.0,0,13,0,0
2009-02-24,MelbourneAirport,20.4,10.6,12.2,47.0,39.0,1018.8,1018.9,2.0,2.0,14.8,18.7,5,8.38657080764575,19.0,28.0,10,7,0,0
2009-02-25,MelbourneAirport,21.7,7.6,3.4,72.0,53.0,1020.4,1019.4,8.0,7.0,14.8,19.4,7,8.446906013297651,17.0,20.0,9,8,0,0
2009-02-26,MelbourneAirport,30.6,4.4,11.0,78.0,31.0,1019.0,1016.1,3.0,1.0,16.0,28.3,5,13.378172277240699,9.0,20.0,11,7,0,0
2009-02-27,MelbourneAirport,35.5,7.8,8.7,35.0,16.0,1013.2,1010.7,5.0,2.0,22.7,32.3,7,21.207520924724,48.0,31.0,0,15,0,0
2009-02-28,MelbourneAirport,22.7,12.4,6.3,65.0,41.0,1013.2,1011.9,7.0,1.0,15.9,21.3,9,8.23064482342609,17.0,31.0,10,7,0,0
2009-03-01,MelbourneAirport,19.9,6.2,0.8,91.0,58.0,1014.8,1014.6,7.0,7.0,13.8,17.9,7,8.126868076922241,17.0,28.0,9,8,0,0
2009-03-02,MelbourneAirport,26.5,4.6,10.1,58.0,32.0,1015.7,1011.6,7.0,1.0,15.8,26.1,11,17.4340092295703,17.0,9.0,6,4,0,1
2009-03-03,MelbourneAirport,32.4,7.6,1.0,51.0,33.0,1008.8,1001.5,7.0,7.0,18.7,29.1,3,14.5190963196401,35.0,61.0,0,0,1,1
2009-03-04,MelbourneAirport,18.6,10.0,4.4,49.0,45.0,1012.5,1012.3,1.0,7.0,14.4,16.7,11,13.401294549267302,15.0,44.0,14,12,1,0
2009-03-05,MelbourneAirport,16.1,4.6,0.2,77.0,70.0,1015.8,1016.2,7.0,8.0,13.0,14.7,18,0.50866164972093,28.0,30.0,10,8,0,1
2009-03-06,MelbourneAirport,20.0,2.6,5.4,92.0,50.0,1016.4,1015.2,7.0,7.0,11.7,17.5,13,10.4894558597217,19.0,15.0,11,9,1,0
2009-03-07,MelbourneAirport,21.0,3.4,6.4,63.0,54.0,1016.5,1015.9,7.0,7.0,15.2,19.0,8,7.316810148480211,13.0,26.0,12,7,0,0
2009-03-08,MelbourneAirport,19.9,4.2,5.0,63.0,47.0,1021.1,1020.4,7.0,3.0,14.2,18.4,12,0.5527154659965949,20.0,24.0,6,8,0,0
2009-03-09,MelbourneAirport,25.5,4.2,10.1,79.0,39.0,1021.3,1018.5,7.0,1.0,13.5,23.8,13,11.141897354496699,13.0,9.0,11,10,0,0
2009-03-10,MelbourneAirport,27.2,4.0,6.2,85.0,50.0,1020.8,1018.9,8.0,7.0,15.8,24.0,14,13.5642030739082,17.0,9.0,10,9,0,0
2009-03-11,MelbourneAirport,30.3,4.6,5.5,84.0,37.0,1021.2,1018.1,7.0,6.0,17.8,27.9,16,6.89500810631924,7.0,4.0,0,13,0,1
2009-03-12,MelbourneAirport,23.8,4.8,2.4,79.0,65.0,1019.1,1016.7,7.0,7.0,19.1,22.3,5,11.717823454379198,13.0,44.0,15,0,1,1
2009-03-13,MelbourneAirport,29.6,3.8,9.8,76.0,39.0,1016.7,1013.8,2.0,4.0,19.8,27.9,15,8.24356419334217,15.0,9.0,15,3,1,0
2009-03-14,MelbourneAirport,21.2,6.8,4.1,75.0,85.0,1007.7,1006.4,7.0,7.0,20.7,18.9,10,12.628798079833,52.0,6.0,0,4,0,1
2009-03-15,MelbourneAirport,19.0,3.6,2.9,73.0,44.0,1011.6,1010.8,7.0,7.0,12.5,16.5,12,3.77580626757277,20.0,28.0,15,14,1,0
2009-03-16,MelbourneAirport,20.7,5.6,5.0,57.0,51.0,1012.1,1012.2,6.0,6.0,14.9,18.7,6,11.582883162729301,17.0,30.0,14,11,0,0
2009-03-17,MelbourneAirport,18.8,5.0,4.9,72.0,51.0,1017.7,1017.8,7.0,7.0,13.6,16.9,11,18.2743692989082,17.0,20.0,11,9,0,0
2009-03-18,MelbourneAirport,28.5,4.0,8.8,68.0,14.0,1017.4,1012.6,3.0,2.0,13.9,26.8,9,6.955511776506571,13.0,26.0,1,0,0,0
2009-03-19,MelbourneAirport,32.7,8.0,10.2,31.0,12.0,1013.7,1011.2,3.0,1.0,19.5,31.8,13,4.39514177951865,28.0,26.0,0,15,0,0
2009-03-20,MelbourneAirport,25.1,8.8,10.5,84.0,48.0,1015.8,1013.6,5.0,1.0,16.9,24.3,12,2.8522665109636,9.0,20.0,1,8,0,0
2009-03-21,MelbourneAirport,34.7,6.2,10.6,34.0,12.0,1013.3,1010.1,1.0,1.0,24.4,33.3,13,8.80475911286842,37.0,37.0,0,0,0,0
2009-03-22,MelbourneAirport,24.5,14.8,6.1,33.0,65.0,1010.6,1012.6,2.0,6.0,24.3,20.8,5,12.1599751183583,11.0,28.0,14,8,0,0
2009-03-23,MelbourneAirport,19.0,8.0,4.5,69.0,54.0,1016.8,1016.3,8.0,6.0,14.5,17.1,8,0.262188871834649,19.0,13.0,9,8,0,0
2009-03-24,MelbourneAirport,21.6,1.0,3.4,75.0,53.0,1017.4,1015.5,7.0,7.0,14.5,20.2,6,7.11929851327375,6.0,20.0,13,7,0,0
2009-03-25,MelbourneAirport,23.5,2.2,3.2,84.0,60.0,1016.4,1014.8,7.0,6.0,16.6,22.0,11,19.515455461039398,6.0,19.0,0,8,0,0
2009-03-26,MelbourneAirport,24.6,2.6,8.4,78.0,41.0,1019.4,1020.6,2.0,3.0,16.5,23.6,11,9.21111467224137,11.0,28.0,13,10,0,0
2009-03-27,MelbourneAirport,20.0,5.4,9.4,62.0,43.0,1027.0,1025.4,7.0,4.0,13.1,18.9,9,5.5915496866193894,13.0,13.0,10,6,0,0
2009-03-28,MelbourneAirport,27.3,4.0,9.6,74.0,20.0,1023.8,1020.8,3.0,1.0,12.2,25.8,9,-2.23911570983085,15.0,11.0,0,9,0,0
2009-03-29,MelbourneAirport,26.8,6.2,11.1,35.0,28.0,1022.0,1021.7,1.0,1.0,15.7,24.0,6,16.7465770331181,19.0,24.0,0,8,0,0
2009-03-30,MelbourneAirport,22.4,4.8,9.3,88.0,48.0,1026.2,1023.5,5.0,2.0,14.7,21.0,10,12.467167243617801,11.0,15.0,9,7,0,0
2009-03-31,MelbourneAirport,30.2,4.2,10.5,65.0,22.0,1023.1,1020.3,0.0,1.0,17.8,29.6,4,10.0896753175436,17.0,7.0,2,6,0,0
2009-04-02,MelbourneAirport,31.8,6.2,10.4,50.0,24.0,1021.1,1018.1,5.0,5.0,21.7,31.3,8,2.05141517939652,33.0,30.0,0,1,0,0
2009-04-04,MelbourneAirport,17.3,6.2,4.8,76.0,48.0,1022.7,1022.3,1.0,7.0,11.2,16.3,11,14.783092713013598,20.0,19.0,11,9,1,0
2009-04-05,MelbourneAirport,20.2,2.4,4.2,65.0,72.0,1020.3,1018.4,7.0,7.0,14.9,15.8,19,-1.04113773282844,15.0,33.0,14,11,0,0
2009-04-06,MelbourneAirport,16.1,3.4,3.9,65.0,50.0,1026.0,1025.2,7.0,7.0,10.7,14.7,7,8.358008496220348,22.0,19.0,10,9,0,0
2009-04-07,MelbourneAirport,17.7,2.6,2.8,95.0,63.0,1029.9,1028.1,7.0,7.0,11.0,15.8,16,5.03983014100646,19.0,28.0,10,8,0,0
2009-04-08,MelbourneAirport,19.0,1.8,6.1,84.0,56.0,1028.4,1025.9,7.0,4.0,13.5,18.1,10,14.234105901712198,7.0,13.0,10,7,0,0
2009-04-09,MelbourneAirport,26.3,2.6,8.7,76.0,30.0,1024.0,1018.5,7.0,1.0,13.7,24.9,10,9.58797539184038,7.0,17.0,3,14,0,0
2009-04-10,MelbourneAirport,19.0,4.0,3.9,89.0,66.0,1020.5,1019.2,8.0,7.0,13.8,18.1,15,11.7526573227576,7.0,24.0,10,8,0,0
2009-04-11,MelbourneAirport,22.0,3.2,4.8,82.0,56.0,1024.2,1021.0,8.0,3.0,14.9,21.2,15,11.9505702102296,7.0,11.0,8,9,0,0
2009-04-12,MelbourneAirport,21.9,1.4,10.7,62.0,48.0,1023.0,1021.2,0.0,1.0,17.2,20.2,14,13.935255523543802,9.0,20.0,0,7,0,0
2009-04-13,MelbourneAirport,25.2,4.0,11.0,72.0,25.0,1022.8,1018.5,2.0,4.0,14.4,24.7,9,11.288689499716899,4.0,17.0,6,6,0,0
2009-04-14,MelbourneAirport,28.3,6.0,10.5,45.0,13.0,1013.9,1009.3,2.0,1.0,20.0,27.4,6,3.0407004397751405,31.0,26.0,0,13,0,1
2009-04-15,MelbourneAirport,16.6,9.0,6.3,61.0,48.0,1007.8,1011.5,3.0,6.0,13.2,15.2,14,6.47560678680364,46.0,28.0,12,10,1,0
2009-04-16,MelbourneAirport,19.9,5.6,5.6,52.0,35.0,1013.2,1010.4,7.0,3.0,12.3,18.7,7,11.646706632678699,31.0,31.0,0,14,0,0
2009-04-17,MelbourneAirport,21.2,5.0,5.1,63.0,42.0,1017.9,1017.1,6.0,7.0,15.1,20.0,11,12.789880332789199,13.0,13.0,14,10,0,0
2009-04-18,MelbourneAirport,18.0,1.8,4.1,70.0,59.0,1023.8,1023.3,2.0,7.0,15.6,17.6,10,16.0641376448226,13.0,19.0,9,7,0,1
2009-04-19,MelbourneAirport,17.1,3.0,4.8,82.0,63.0,1026.3,1023.5,8.0,5.0,13.6,16.1,6,9.17814939889774,17.0,19.0,7,8,1,0
2009-04-20,MelbourneAirport,20.9,2.8,9.5,95.0,44.0,1024.2,1020.8,5.0,2.0,11.5,20.0,12,7.979572277670259,2.0,11.0,13,7,0,0
2009-04-21,MelbourneAirport,23.7,2.4,10.2,54.0,27.0,1024.1,1021.3,0.0,0.0,15.8,23.4,10,5.83670922318979,24.0,11.0,0,2,0,0
2009-04-22,MelbourneAirport,24.0,4.0,10.3,48.0,29.0,1024.8,1021.4,0.0,1.0,16.3,22.9,10,7.7441422841826,26.0,17.0,0,1,0,0
2009-04-23,MelbourneAirport,22.8,5.6,7.6,51.0,35.0,1019.5,1013.9,3.0,7.0,16.6,21.8,10,9.7293856966826,31.0,35.0,0,0,0,0
2009-04-24,MelbourneAirport,17.7,7.4,0.0,74.0,76.0,1003.0,998.4,8.0,7.0,15.5,16.7,8,9.78974438178348,35.0,31.0,0,0,0,0
2009-04-25,MelbourneAirport,18.8,1.8,3.9,75.0,54.0,1000.9,993.9,7.0,7.0,13.5,17.6,11,6.61584243937631,24.0,41.0,0,0,0,1
2009-04-26,MelbourneAirport,13.1,5.2,4.2,61.0,69.0,997.8,999.0,7.0,7.0,9.5,11.2,9,14.387082002019,28.0,50.0,15,13,1,1
2009-04-27,MelbourneAirport,14.0,3.0,2.7,65.0,68.0,1011.8,1010.8,5.0,7.0,10.2,11.9,11,2.70274499581163,13.0,7.0,15,15,1,1
2009-04-28,MelbourneAirport,12.4,2.6,5.1,74.0,62.0,1020.4,1021.1,5.0,7.0,8.3,11.3,13,5.76805428230275,28.0,22.0,10,7,1,1
2009-04-29,MelbourneAirport,11.9,0.4,2.6,86.0,57.0,1024.0,1022.5,7.0,7.0,6.9,11.6,12,2.0716377586487402,11.0,15.0,0,8,1,0
2009-04-30,MelbourneAirport,17.6,1.2,10.1,74.0,29.0,1023.7,1020.1,1.0,2.0,7.9,17.0,9,18.9891807914328,11.0,24.0,0,1,0,0
2009-05-01,MelbourneAirport,15.3,3.8,0.3,49.0,71.0,1023.0,1022.6,7.0,7.0,10.9,13.0,9,7.70610823192305,31.0,4.0,0,7,0,0
2009-05-02,MelbourneAirport,16.9,1.6,9.7,70.0,52.0,1028.1,1026.2,1.0,3.0,11.1,16.1,11,10.4188062117883,9.0,13.0,0,7,0,0
2009-05-03,MelbourneAirport,17.5,2.4,7.8,82.0,53.0,1029.5,1027.2,7.0,3.0,10.0,16.9,16,6.13263790354693,6.0,7.0,13,11,0,0
2009-05-04,MelbourneAirport,15.9,1.4,0.7,77.0,80.0,1030.9,1030.4,7.0,7.0,12.6,14.4,9,13.858568445353,6.0,19.0,12,9,0,0
2009-05-05,MelbourneAirport,16.3,1.2,8.6,70.0,53.0,1032.4,1029.2,5.0,4.0,11.2,15.5,10,9.455780717756339,9.0,13.0,1,8,0,0
2009-05-06,MelbourneAirport,16.1,2.8,5.4,71.0,55.0,1029.6,1026.7,8.0,6.0,11.5,14.8,10,8.45286822276986,6.0,13.0,10,8,0,0
2009-05-07,MelbourneAirport,16.8,1.6,5.2,79.0,65.0,1028.0,1027.5,5.0,5.0,12.8,14.9,14,9.966340700404949,15.0,30.0,11,7,0,0
2009-05-08,MelbourneAirport,14.9,1.8,0.1,97.0,77.0,1031.3,1029.3,7.0,7.0,11.1,14.0,6,1.26153429730333,13.0,17.0,10,8,0,1
2009-05-09,MelbourneAirport,15.9,0.2,1.9,99.0,70.0,1028.4,1026.2,8.0,7.0,12.2,14.2,13,9.53231432150468,15.0,19.0,10,7,1,0
2009-05-10,MelbourneAirport,16.5,1.6,5.7,89.0,60.0,1026.8,1024.1,6.0,4.0,11.5,15.0,10,20.9479170728737,6.0,15.0,11,8,0,0
2009-05-11,MelbourneAirport,16.8,1.0,5.9,93.0,60.0,1025.6,1022.8,7.0,1.0,9.1,15.8,8,14.756930766720002,7.0,17.0,0,8,0,0
2009-05-12,MelbourneAirport,15.1,1.6,1.4,85.0,64.0,1023.3,1020.1,6.0,7.0,11.1,14.8,11,6.97810435903705,7.0,9.0,13,7,0,0
2009-05-13,MelbourneAirport,16.8,1.4,1.6,60.0,47.0,1017.2,1014.2,7.0,7.0,13.2,15.5,13,13.1963277472292,13.0,20.0,14,12,0,0
2009-05-14,MelbourneAirport,16.5,2.0,1.6,66.0,53.0,1012.5,1010.8,6.0,7.0,13.3,15.4,15,18.685286239573898,30.0,35.0,12,13,0,0
2009-05-15,MelbourneAirport,19.1,4.0,0.0,72.0,55.0,1009.3,1006.3,7.0,7.0,14.3,18.2,6,13.3130858135147,31.0,26.0,15,14,0,0
2009-05-16,MelbourneAirport,15.2,4.0,2.2,85.0,45.0,1012.6,1014.5,7.0,6.0,10.8,13.7,7,10.4119913087259,35.0,33.0,11,11,0,0
2009-05-17,MelbourneAirport,16.0,2.8,0.9,80.0,58.0,1021.8,1020.6,7.0,7.0,12.6,15.8,6,15.9425657828,13.0,15.0,12,9,0,0
2009-05-18,MelbourneAirport,16.9,0.6,9.2,89.0,51.0,1025.4,1021.9,2.0,1.0,10.9,16.6,5,11.342014699133598,7.0,11.0,0,6,0,0
2009-05-19,MelbourneAirport,21.3,1.0,6.3,88.0,39.0,1022.8,1019.5,7.0,7.0,7.8,20.1,11,3.90785031663339,6.0,20.0,1,0,0,0
2009-05-20,MelbourneAirport,20.8,2.2,7.3,79.0,39.0,1022.8,1021.4,7.0,7.0,11.2,20.4,12,14.877129970472698,6.0,15.0,12,6,0,0
2009-05-21,MelbourneAirport,16.5,1.6,5.6,100.0,72.0,1026.0,1024.2,8.0,1.0,9.4,14.3,16,11.3396430971044,7.0,13.0,11,7,0,0
2009-05-24,MelbourneAirport,19.8,5.8,0.0,45.0,43.0,1022.5,1020.3,8.0,7.0,17.2,19.6,9,7.065832635434151,31.0,30.0,0,0,0,0
2009-05-25,MelbourneAirport,21.5,5.4,1.9,49.0,71.0,1018.9,1015.9,7.0,7.0,17.3,16.7,9,10.940869272240901,52.0,37.0,0,0,0,1
2009-05-26,MelbourneAirport,16.7,3.0,7.4,81.0,49.0,1021.9,1020.2,4.0,4.0,11.7,16.4,7,-4.506291749317921,11.0,17.0,15,9,1,0
2009-05-27,MelbourneAirport,15.0,2.0,4.6,80.0,67.0,1023.0,1021.6,2.0,7.0,10.0,13.6,9,13.627892883887501,9.0,20.0,13,9,0,0
2009-05-28,MelbourneAirport,14.7,0.8,1.9,88.0,83.0,1025.3,1025.2,7.0,7.0,9.4,10.2,4,12.1396359059354,6.0,26.0,11,8,0,0
2009-05-29,MelbourneAirport,15.3,1.4,8.4,97.0,47.0,1028.8,1027.1,1.0,3.0,7.3,14.3,10,6.71999417852762,9.0,24.0,11,6,0,0
2009-05-30,MelbourneAirport,14.9,1.8,3.8,95.0,69.0,1032.6,1030.9,7.0,6.0,9.6,13.8,14,2.83009857609274,13.0,24.0,6,6,0,0
2009-05-31,MelbourneAirport,15.2,1.4,7.7,91.0,50.0,1034.7,1031.4,7.0,7.0,7.4,15.2,15,12.1651195896934,9.0,13.0,0,6,0,0
2009-06-01,MelbourneAirport,14.7,2.2,0.0,83.0,75.0,1031.3,1029.6,7.0,7.0,10.2,13.7,16,10.0579872913739,2.0,11.0,15,2,0,1
2009-06-02,MelbourneAirport,13.4,0.2,0.0,92.0,81.0,1029.6,1027.0,8.0,8.0,10.3,13.2,15,12.634681652267199,2.0,7.0,10,10,1,1
2009-06-04,MelbourneAirport,15.7,0.4,0.7,79.0,60.0,1019.0,1016.7,7.0,7.0,13.0,15.5,11,7.67639623724097,28.0,15.0,0,15,0,0
2009-06-05,MelbourneAirport,16.4,1.6,7.5,82.0,46.0,1018.1,1015.4,7.0,6.0,8.1,15.7,14,0.8916057940841501,17.0,6.0,0,5,0,0
2009-06-06,MelbourneAirport,12.4,1.0,1.6,93.0,78.0,1013.5,1009.4,7.0,7.0,7.2,11.1,6,10.5360904680417,28.0,17.0,0,0,0,0
2009-06-07,MelbourneAirport,13.7,0.4,1.1,87.0,66.0,1005.9,1004.2,7.0,7.0,9.6,12.2,13,4.8729710504716595,15.0,2.0,0,10,0,0
2009-06-08,MelbourneAirport,15.0,2.0,2.7,73.0,53.0,1006.7,1005.3,7.0,7.0,10.8,13.4,8,-3.70809967951345,26.0,22.0,15,14,0,1
2009-06-09,MelbourneAirport,12.2,2.4,2.7,80.0,59.0,1007.0,1007.0,7.0,7.0,7.6,10.5,8,21.5995372622323,22.0,37.0,0,11,1,1
